"factual_id","name","address","address_extended","po_box","locality","region","post_town","admin_region","postcode","country","tel","fax","latitude","longitude","neighborhood","website","email","category_ids","category_labels","chain_name","chain_id","hours","hours_display","existence","cuisine","price","rating","payment_cashonly","reservations","open_24hrs","founded","attire","attire_required","attire_prohibited","parking","parking_valet","parking_garage","parking_street","parking_lot","parking_validated","parking_free","smoking","meal_breakfast","meal_lunch","meal_dinner","meal_deliver","meal_takeout","meal_cater","alcohol","alcohol_bar","alcohol_beer_wine","alcohol_byob","kids_goodfor","kids_menu","groups_goodfor","accessible_wheelchair","seating_outdoor","wifi","owner","room_private","options_vegetarian","options_vegan","options_glutenfree","options_lowfat","options_organic","options_healthy"
"03b4aeca-2f40-48d8-8ae7-6e74bfaab9b9","It's All About The Cake","24921 Dana Point Harbor Dr",,,"Dana Point","CA",,,"92629","us","(949) 240-7100",,"33.462598","-117.694637","[`Harbor`]","http://itsallaboutthecake.com",,"[347]","[[`Social`;`Food and Dining`;`Restaurants`]]",,,"{`tuesday`=>[[`9:00`, `17:00`]], `wednesday`=>[[`9:00`, `17:00`]], `thursday`=>[[`9:00`, `17:00`]], `friday`=>[[`9:00`, `17:00`]], `saturday`=>[[`9:00`, `17:00`]], `sunday`=>[[`9:00`, `16:00`]]}","Tue-Sat 9:00 AM-5:00 PM| Sun 9:00 AM-4:00 PM","0.8","[`Bakery`;`European`;`Cafe`]","3","4.5","false",,"false",,"business casual",,,,,,,,,,,,,,"true",,"true","true","true","true",,"true",,,,,"true",,,,,,,"true",
"2d67a9df-a382-4f19-9ada-2340767b0bd7","Jose's Restaurante","3910 Division Ave S",,,"Grand Rapids","MI",,,"49548","us","(616) 530-7934",,"42.892443","-85.664721",,"http://josesrestaurante.com",,"[361]","[[`Social`;`Food and Dining`;`Restaurants`;`Mexican`]]",,,"{`monday`=>[[`11:00`, `13:00`], [`16:00`, `19:00`]], `wednesday`=>[[`11:00`, `12:00`], [`14:00`, `21:00`]], `thursday`=>[[`10:00`, `22:00`]], `friday`=>[[`10:00`, `20:00`], [`22:00`, `2:00`]], `sunday`=>[[`10:00`, `13:00`], [`16:00`, `21:00`]]}","Mon 11:00 AM-1:00 PM, 4:00 PM-7:00 PM| Wed 11:00 AM-12:00 PM, 2:00 PM-9:00 PM| Thu 10:00 AM-10:00 PM| Fri 10:00 AM-8:00 PM, 10:00 PM-2:00 AM| Sun 10:00 AM-1:00 PM, 4:00 PM-9:00 PM","1","[`Mexican`;`Cafe`;`Latin American`]","1","3.5",,,"false",,,,,"true",,,,"true",,,,,,,,"true","true","true",,,,"true",,"true",,,,,,,,,,,
"f227a880-600c-4145-8b1c-7406100c9672","Bagel Connection","1460 Ritchie Hwy","Ste 102",,"Arnold","MD",,,"21012","us","(410) 349-2245","(410) 757-1877","39.029625","-76.504925",,,,"[347]","[[`Social`;`Food and Dining`;`Restaurants`]]",,,"{`monday`=>[[`6:00`, `15:00`]], `tuesday`=>[[`6:00`, `15:00`]], `wednesday`=>[[`6:00`, `15:00`]], `thursday`=>[[`6:00`, `15:00`]], `friday`=>[[`6:00`, `15:00`]], `saturday`=>[[`6:00`, `15:00`]], `sunday`=>[[`7:00`, `14:00`]]}","Mon-Sat 6:00 AM-3:00 PM| Sun 7:00 AM-2:00 PM","0.8","[`Bagels`;`Donuts`;`Cafe`;`Bakery`]",,"3.0","false",,"false",,,,,"true",,,,"true",,"true",,,,,,"true","true",,,,,"true",,,,,,,,,,,,,
"3dd8bbb1-58bf-48e3-8587-493c5d6fc7a8","North Port Pub","8 W 2nd St",,,"Oswego","NY",,,"13126","us","(315) 343-9735",,"43.461511","-76.515549","[`Fort Ontario`]",,,"[312]","[[`Social`;`Bars`]]",,,,,"0.3","[`Pub Food`]",,,,,,,,,,,,,,,,,,,,,,,,"true","true","true",,,,,,,,,,,,,,,
"e2753705-f5cc-49fe-b40d-7587041a6d99","McDonald's","519 State Route 67",,,"Ballston Spa","NY",,,"12020","us","(518) 899-7121",,"42.970555","-73.795194",,"http://www.mcdonalds.com",,"[351,355]","[[`Social`;`Food and Dining`;`Restaurants`;`Burgers`],[`Social`;`Food and Dining`;`Restaurants`;`Fast Food`]]","McDonald's","ab4a3530-d68a-012e-5619-003048cad9da","{`monday`=>[[`11:00`, `17:00`], [`19:00`, `20:00`]], `tuesday`=>[[`11:00`, `14:00`], [`16:00`, `17:00`], [`19:00`, `20:00`]], `thursday`=>[[`8:00`, `15:00`], [`17:00`, `18:00`]], `friday`=>[[`6:00`, `21:00`]], `saturday`=>[[`7:00`, `13:00`], [`15:00`, `18:00`]], `sunday`=>[[`7:00`, `8:00`], [`10:00`, `13:00`], [`15:00`, `19:00`]]}","Mon 11:00 AM-5:00 PM, 7:00 PM-8:00 PM| Tue 11:00 AM-2:00 PM, 4:00 PM-5:00 PM, 7:00 PM-8:00 PM| Thu 8:00 AM-3:00 PM, 5:00 PM-6:00 PM| Fri 6:00 AM-9:00 PM| Sat 7:00 AM-1:00 PM, 3:00 PM-6:00 PM| Sun 7:00 AM-8:00 AM, 10:00 AM-1:00 PM, 3:00 PM-7:00 PM","0.9","[`Burgers`;`Fast Food`;`American`;`Sandwiches`;`Traditional`]","1",,"false",,"false",,"streetwear",,,,,,,,,,,"true","true","true","false","true",,,,,,"true","true","true",,,,,,,,,,,
"2063f014-24fe-484b-96b9-f1f4d5b87d3c","Lupita Ice Cream","9301 Volcano Rd NW","Trlr 31",,"Albuquerque","NM",,,"87121","us","(505) 907-0804",,"35.077745","-106.738696","[`Westgate Heights`;`Southwest`]",,,"[344]","[[`Social`;`Food and Dining`;`Ice Cream Parlors`]]",,,,,"0.5","[`Ice Cream`]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"de382940-d829-012e-561a-003048cad9da","Teto's Cafe Mexican Grill","2275 Santa Clara Dr",,,"Santa Clara","UT",,,"84765","us","(435) 656-4954",,"37.12595","-113.63517",,,,"[347]","[[`Social`;`Food and Dining`;`Restaurants`]]",,,,,"0.4","[`Cafe`;`Grill`;`Mexican`]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0ef1db29-cf20-4a9d-bf2a-64fa9429dced","Total Entertainment Rest","7502 W Broad St",,,"Richmond","VA",,,"23294","us","(804) 755-2314",,"37.619715","-77.521336",,,,"[347]","[[`Social`;`Food and Dining`;`Restaurants`]]",,,,,"0.5","[`American`]","2",,"false",,,,"business casual",,,,,,,,,,,,,,"false",,"true",,,,,,,,,,"false",,,,,,,,
"30f4fd2c-8d3b-4659-a90d-c17fc3fc1a2a","Chock Full of Nuts Cafe","651 Kapkowski Rd",,,"Elizabeth","NJ",,,"07201","us","(908) 352-6400",,"40.660377","-74.17661",,"http://www.chockfullonuts.com",,"[347]","[[`Social`;`Food and Dining`;`Restaurants`]]",,,,,"0.4","[`Cafe`]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"318052f0-7bf0-4f34-ab49-a94ebd798239","Kevin's Club House Restaurant","265 S Meadow Rd","Ste A",,"Plymouth","MA",,,"02360","us","(508) 746-5911",,"41.9111","-70.735",,,,"[348,363,364]","[[`Social`;`Food and Dining`;`Restaurants`;`American`],[`Social`;`Food and Dining`;`Restaurants`;`Pizza`],[`Social`;`Food and Dining`;`Restaurants`;`Seafood`]]",,,"{`monday`=>[[`6:30`, `14:45`]], `tuesday`=>[[`6:00`, `15:00`]], `wednesday`=>[[`6:00`, `15:00`]], `thursday`=>[[`6:00`, `15:00`]], `friday`=>[[`6:00`, `15:00`]], `saturday`=>[[`6:30`, `14:45`]], `sunday`=>[[`6:30`, `14:45`]]}","Mon 6:30 AM-2:45 PM| Tue-Fri 6:00 AM-3:00 PM| Sat-Sun 6:30 AM-2:45 PM","0.9","[`American`;`Cafe`;`Burgers`;`Pizza`;`Sandwiches`]","2","4.5","false","false","false",,"casual",,,"true",,,,"true",,"true",,"true","true","true","false","true",,,,,,,,,"true",,"false",,,,,,,,
"7fa49c20-1e18-012f-0643-0030487f54d8","Huddle House","6 Grandview Dr",,,"Collins","MS",,,"39428","us","(601) 765-0405",,"31.629742","-89.555312",,"http://www.huddlehouse.com",,"[348,354]","[[`Social`;`Food and Dining`;`Restaurants`;`American`],[`Social`;`Food and Dining`;`Restaurants`;`Diners`]]",,,"{`monday`=>[[`6:00`, `22:00`]], `tuesday`=>[[`6:00`, `22:00`]], `wednesday`=>[[`6:00`, `22:00`]], `thursday`=>[[`6:00`, `22:00`]], `friday`=>[[`6:00`, `22:00`]], `saturday`=>[[`6:00`, `22:00`]], `sunday`=>[[`6:00`, `22:00`]]}","Open Daily 6:00 AM-10:00 PM","0.7","[`American`;`Diner`;`Traditional`;`Burgers`;`Chicken`]","1",,"false","false","false",,"casual",,,"true",,,,,,,,"true","true","true","false",,,"false","false","false","false","true","true",,,,"false",,,,,,,,
"64573098-4705-43ee-9565-3c1c026a2294","Roaring 50's Sandwich Shop","600 Quincy St",,,"Plainview","TX",,,"79072","us","(806) 293-4264",,"34.185537","-101.724137",,,,"[354,348,355]","[[`Social`;`Food and Dining`;`Restaurants`;`Diners`],[`Social`;`Food and Dining`;`Restaurants`;`American`],[`Social`;`Food and Dining`;`Restaurants`;`Fast Food`]]",,,,,"0.7","[`Ice Cream`;`Sandwiches`;`American`;`Subs`;`Diner`]","1",,,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,,,,,,,,,,,
"9e200cde-0e55-4ea2-aa06-3b3c6411a38f","Burger King","546 Wilson St",,,"Brewer","ME",,,"04412","us","(207) 991-9666",,"44.78052","-68.742075","[`Bangor`]","http://www.bk.com",,"[351]","[[`Social`;`Food and Dining`;`Restaurants`;`Burgers`]]","Burger King","ab4a9b10-d68a-012e-5619-003048cad9da","{`monday`=>[[`00:00`, `24:00`]], `tuesday`=>[[`00:00`, `24:00`]], `wednesday`=>[[`00:00`, `24:00`]], `thursday`=>[[`00:00`, `24:00`]], `friday`=>[[`00:00`, `24:00`]], `saturday`=>[[`00:00`, `24:00`]], `sunday`=>[[`00:00`, `24:00`]]}","Open Daily 12:00 AM-12:00 PM","1","[`Burgers`;`Fast Food`;`Hot Dogs`;`American`;`Chicken`]","1",,"false","false","true","1954","casual",,,,,,,,,,"false","true","true","true","true","true","true","false","false","false","false","true","true","true","true",,"false",,,,,,,,
"7b739e2f-0427-4890-9bf2-753b6da74ffa","Hunters' and Fishermans' Tavern","133 W Main St",,"P.O. Box 96","Lena","WI",,,"54139","us","(920) 829-5228",,"44.950641","-88.048126",,,,"[312,347]","[[`Social`;`Bars`],[`Social`;`Food and Dining`;`Restaurants`]]",,,,,"0.7","[`Seafood`;`Pub Food`]","2",,,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,,,,,,,,,,,
"8c4cd396-8a27-4675-a25d-f40f071c6d10","Minx Coffee Shop","307 7th Ave",,,"New York","NY",,,"10001","us","(212) 924-5930",,"40.74689","-73.993511","[`Chelsea`;`Midtown`;`Manhattan`;`Flatiron`;`Midtown South`;`Garment District`]",,,"[347]","[[`Social`;`Food and Dining`;`Restaurants`]]",,,,,"0.4","[`Coffee`]","1",,,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,,,,,,,,,,,
"9db6df22-0076-45b6-9a89-e482408989c0","Pret A Manger","1020 Avenue Of The Americas",,,"New York","NY",,,"10018","us","(646) 688-1061",,"40.752454","-73.986056","[`Midtown`;`Garment District`;`Midtown West`;`Midtown South Central`;`Midtown Center`;`Theatre District`;`Koreatown`;`Midtown South`;`Tenderloin`;`Chinatown/Little Italy`;`Manhattan`;`midtownsouthchelsea`]","http://www.pret.com",,"[353,355]","[[`Social`;`Food and Dining`;`Restaurants`;`Delis`],[`Social`;`Food and Dining`;`Restaurants`;`Fast Food`]]",,,"{`monday`=>[[`7:00`, `14:00`]], `tuesday`=>[[`7:00`, `9:00`], [`11:00`, `15:00`]], `wednesday`=>[[`7:00`, `15:00`]], `thursday`=>[[`7:00`, `15:00`]], `friday`=>[[`7:00`, `16:00`]]}","Mon 7:00 AM-2:00 PM| Tue 7:00 AM-9:00 AM, 11:00 AM-3:00 PM| Wed-Thu 7:00 AM-3:00 PM| Fri 7:00 AM-4:00 PM","0.8","[`Sandwiches`;`Coffee`;`Tea`;`Bakery`;`Subs`]","1","4.5","false",,"false",,"casual",,,,,,,,,,,"true","true","true","false","true",,,,,,"true",,,,,"true",,,,,,,,
"d37acf20-164e-4efd-81ee-2c91453cb693","Jodina's Pizzeria","59 Nassau St",,,"New York","NY",,,"10038","us","(212) 271-4118",,"40.709218","-74.008798","[`Downtown`;`Financial District (Wall Street)`]",,,"[363]","[[`Social`;`Food and Dining`;`Restaurants`;`Pizza`]]",,,,,"0.3","[`Pizza`]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"91624246-ad8b-4acb-a37b-84fb8a594946","The Greene Turtle","7556 Teague Rd","Ste 100",,"Hanover","MD",,,"21076","us","(410) 799-5001",,"39.154171","-76.719927","[`Severn`]","http://thegreeneturtle.com","gtarundelmills@thegreeneturtle.com","[315,348,351]","[[`Social`;`Bars`;`Sports Bars`],[`Social`;`Food and Dining`;`Restaurants`;`American`],[`Social`;`Food and Dining`;`Restaurants`;`Burgers`]]",,,"{`monday`=>[[`11:00`, `1:00`]], `tuesday`=>[[`11:00`, `1:00`]], `wednesday`=>[[`11:00`, `1:00`]], `thursday`=>[[`11:00`, `2:00`]], `friday`=>[[`11:00`, `2:00`]], `saturday`=>[[`11:00`, `2:00`]], `sunday`=>[[`11:00`, `1:00`]]}","Mon-Wed 11:00 AM-1:00 AM| Thu-Sat 11:00 AM-2:00 AM| Sun 11:00 AM-1:00 AM","1","[`American`;`Pub Food`;`Sandwiches`;`Burgers`;`Subs`]","2","4.0",,,"false",,,,,,,,,,,,,,,"true","true",,,"true","true","true",,"true",,,,,"true",,,,,"true",,,
"89c74695-811b-4a4c-9e1e-a0dd29dfbb38","The Crab Zone","3240 E Hammer Ln","Ste C",,"Stockton","CA",,,"95212","us","(209) 477-9111","(209) 477-9113","38.020729","-121.27403","[`Valley Oak`]","http://www.thecrabzone.com","thecrabzone@yahoo.com","[364]","[[`Social`;`Food and Dining`;`Restaurants`;`Seafood`]]",,,,,"0.9","[`Seafood`;`Cafe`;`Asian`]","2",,"false","true",,,"casual",,,"true",,,,"true",,,,,"true","true",,"true","true","true",,"true",,"true",,"true","true",,,,,,,,,,
"3cbb728a-79c6-4acc-879b-bfaea93d5cdc","John's New York Pizza","202 Park Ave",,,"Laguna Beach","CA",,,"92651","us","(949) 494-6500",,"33.542111","-117.783113","[`Main Beach`;`Downtown`]",,,"[363]","[[`Social`;`Food and Dining`;`Restaurants`;`Pizza`]]",,,,,"0.6","[`Pizza`;`Sandwiches`]",,,,,,,"business casual",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"128c1db6-dcbb-4399-ae86-78de69d8c858","Eagle Family Foods","255 Montoya Rd",,,"El Paso","TX",,,"79932","us","(915) 585-6700",,"31.87334","-106.595781","[`Upper Valley`]","http://www.dfamilk.com",,"[344]","[[`Social`;`Food and Dining`;`Ice Cream Parlors`]]",,,,,"0.7","[`Ice Cream`]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"23958561-889b-4bdb-a347-2781fa330303","Big Fish Seafood Grill and Bar","414 S Main St",,,"Grapevine","TX",,,"76051","us","(817) 481-2010","(817) 488-8454","32.937224","-97.078507",,"http://www.bigfishonmain.com",,"[364,348,349]","[[`Social`;`Food and Dining`;`Restaurants`;`Seafood`],[`Social`;`Food and Dining`;`Restaurants`;`American`],[`Social`;`Food and Dining`;`Restaurants`;`Barbecue`]]",,,"{`monday`=>[[`11:00`, `21:30`]], `tuesday`=>[[`11:00`, `21:30`]], `wednesday`=>[[`11:00`, `21:30`]], `thursday`=>[[`11:00`, `21:30`]], `friday`=>[[`11:00`, `22:30`]], `saturday`=>[[`11:00`, `22:30`]], `sunday`=>[[`11:00`, `20:00`]]}","Mon-Thu 11:00 AM-9:30 PM| Fri-Sat 11:00 AM-10:30 PM| Sun 11:00 AM-8:00 PM","1","[`Seafood`;`Grill`;`American`;`Pub Food`;`Salad`]","2","4.0","false","true","false",,"casual",,,"true",,,"true","true",,,,"true","true","true","true","true",,"true","true","true",,"true",,"true",,,,,"true",,,,,,
"abeb404d-5b55-4471-82e4-97eceae03b13","C and C Catering","1177 S Federal Hwy",,,"Deerfield Beach","FL",,,"33441","us","(954) 421-1559",,"26.302892","-80.093372","[`Shorewood`]",,,"[347]","[[`Social`;`Food and Dining`;`Restaurants`]]",,,,,"0.4","[`Brazilian`;`South American`]",,,"false","true",,,,,,,,,,,,,"false",,,,,,"true",,,,,,,,,,,,,,,,,,
"b18c6e81-eab1-445e-8d7e-ee3db4fa8d7b","Meet Market Cafe","108 S Bickford Ave",,,"El Reno","OK",,,"73036","us","(405) 262-7999",,"35.53293","-97.953949",,,,"[347]","[[`Social`;`Food and Dining`;`Restaurants`]]",,,,,"0.5","[`Cafe`;`Sandwiches`;`Subs`;`American`]","1",,"false","true",,,"business casual",,,,,,,,,,,,"true",,"false",,"true",,,,,,,,,,,,,,,,,,
"0c9dd8b0-cd40-012e-5616-003048cad9da","Bogart's Smokehouse","1627 S 9th St",,,"Saint Louis","MO",,,"63104","us","(314) 621-3107",,"38.610986","-90.202552","[`Soulard`;`Soulard / Benton Park`;`Lasalle`]","http://www.bogartssmokehouse.com",,"[349]","[[`Social`;`Food and Dining`;`Restaurants`;`Barbecue`]]",,,"{`tuesday`=>[[`10:30`, `16:00`]], `wednesday`=>[[`10:30`, `16:00`]], `thursday`=>[[`10:30`, `16:00`]], `friday`=>[[`10:30`, `16:00`]], `saturday`=>[[`10:30`, `16:00`]]}","Tue-Sat 10:30 AM-4:00 PM","0.8","[`Barbecue`;`Cafe`;`Tea`;`Ribs`;`Sandwiches`]","2","4.5","false",,"false",,"casual",,,"true",,,"true",,,,"false",,"true",,"false","true","true",,,,,"true",,,"true","true","false",,,,,"true",,,
"325e1439-1910-4b98-ae27-ec30bdd342be","Tomato Road Pizzeria","219 W Water St",,,"Elmira","NY",,,"14901","us","(607) 737-1101",,"42.087417","-76.807958",,,,"[347]","[[`Social`;`Food and Dining`;`Restaurants`]]",,,,,"0.4","[`Pizza`]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"cd9364e9-5a6d-4600-97f1-4df20dcfc74c","Los Portales","13033 Philadelphia St",,,"Whittier","CA",,,"90601","us","(562) 698-2236",,"33.97918","-118.036444","[`West Whittier`;`West Covina`;`Uptown Whittier`;`Downtown`]","http://www.losportales.com",,"[361]","[[`Social`;`Food and Dining`;`Restaurants`;`Mexican`]]",,,,,"0.5","[`Mexican`;`American`]","1","4.0","false",,,,"casual",,,,,,,,,,,,,,"false",,,,,,,"true",,,,"true","false",,,,,,,,
"6fd2da0a-6b33-4698-9a51-6476cdba2967","C and G Seafood","923 Highway 11 S",,,"Picayune","MS",,,"39466","us","(601) 799-0118",,"30.515479","-89.682629",,,,"[364]","[[`Social`;`Food and Dining`;`Restaurants`;`Seafood`]]",,,,,"0.6","[`Seafood`]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"acc30e75-6df8-48b0-b580-6ee65e5cb7be","Atwater's","798 Kenilworth Dr",,,"Towson","MD",,,"21204","us","(410) 938-8775","(410) 938-8775","39.411178","-76.618777",,"http://atwaters.biz","atwaters.biz@gmail.com","[353,348,107]","[[`Social`;`Food and Dining`;`Restaurants`;`Delis`],[`Social`;`Food and Dining`;`Restaurants`;`American`],[`Landmarks`]]",,,"{`monday`=>[[`10:00`, `21:00`]], `tuesday`=>[[`10:00`, `21:00`]], `wednesday`=>[[`10:00`, `21:00`]], `thursday`=>[[`10:00`, `21:00`]], `friday`=>[[`10:00`, `21:00`]], `saturday`=>[[`10:00`, `21:00`]]}","Mon-Sat 10:00 AM-9:00 PM","1","[`Bakery`;`Sandwiches`;`American`;`Soup`;`Deli`]","1","3.5","false","true","false","1979","casual",,,"true",,,,"true",,"true",,"true","true","true","false","true","true","true",,"true",,"true",,,"true","true","true","Jim Williams",,"true","true","true",,,"true"
"51cfb273-cbb4-46bc-9c0f-e8b8c75461e3","J J Fish and Chicken","9078 Goodfellow Blvd",,,"Saint Louis","MO",,,"63147","us","(314) 868-1500",,"38.722173","-90.241132","[`Northpoint`;`North`;`North Pointe`]",,,"[364,355]","[[`Social`;`Food and Dining`;`Restaurants`;`Seafood`],[`Social`;`Food and Dining`;`Restaurants`;`Fast Food`]]",,,"{`monday`=>[[`10:00`, `23:00`], [`10:00`, `23:00`]], `tuesday`=>[[`10:00`, `23:00`]], `wednesday`=>[[`10:00`, `23:00`]], `thursday`=>[[`10:00`, `23:00`]], `friday`=>[[`10:00`, `23:00`]], `saturday`=>[[`10:00`, `23:00`]], `sunday`=>[[`10:00`, `23:00`]]}","Open Daily 10:00 AM-11:00 PM","0.8","[`Chicken`;`Seafood`;`Burgers`]","1",,,,"false",,,,,,,,,,,,,,,,"false",,,,,,,,,,,,,,,,,,,,
"07e36326-662a-4449-acb8-5c2b11973bcf","Zappa Deli","7116 Stinson Ave",,,"Gig Harbor","WA",,,"98335","us","(253) 858-0020",,"47.322629","-122.589849",,,,"[347]","[[`Social`;`Food and Dining`;`Restaurants`]]",,,,,"0.4","[`Deli`;`Sandwiches`;`Subs`]","1",,,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,,,,,,,,,,,
"1648eb38-62e9-4530-be2c-995f218f3ff2","Sandella's 7 Cafe","120 Lexington Ave",,,"New York","NY",,,"10016","us","(212) 557-1198",,"40.742892","-73.982571","[`Murray Hill`;`Midtown`;`Kips Bay`;`Chelsea`;`Manhattan`;`Flatiron`;`East Side`;`Rose Hill`;`Gramercy`]",,,"[347]","[[`Social`;`Food and Dining`;`Restaurants`]]",,,,,"0.4","[`Cafe`;`Coffee`;`Diner`;`Tea`]","2",,"false",,,,"smart casual",,,,,,,,,,,,,,"false",,,,,,,,,,,,"false",,,,,,,,
"89b07230-ce0d-4568-bcbe-4ba74dbe7c3b","China Express","4423 High St",,,"Oakland","CA",,,,"us","(510) 436-3288",,"37.774204","-122.211719","[`Melrose`;`Fremont`]","http://chinaexpresstysons.com",,"[457]","[[`Social`;`Food and Dining`;`Restaurants`;`Asian`]]",,,,,"0.6","[`Asian`]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4cd86b22-9c3c-4cf0-845a-d587c8cbfa41","Bruster's Real Ice Cream","1432 Dunwoody Village Pkwy",,,"Atlanta","GA",,,"30338","us","(770) 350-9080",,"33.949094","-84.332354",,"http://www.brusters.com",,"[344]","[[`Social`;`Food and Dining`;`Ice Cream Parlors`]]",,,,,"0.5","[`Ice Cream`;`Frozen Yogurt`;`Smoothies`]","1",,,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,,,,,,,,"true",,,
"4ea9613d-438d-4fd5-9ad9-228495c036f0","Yume","45 S Main St",,,"Unionville","CT",,,"06085","us","(860) 321-7463","(860) 321-7462","41.756536","-72.886394","[`Farmington`]","http://www.yume-ct.com",,"[359,366,365]","[[`Social`;`Food and Dining`;`Restaurants`;`Japanese`],[`Social`;`Food and Dining`;`Restaurants`;`Sushi`],[`Social`;`Food and Dining`;`Restaurants`;`Steakhouses`]]",,,"{`monday`=>[[`11:00`, `22:00`]], `tuesday`=>[[`11:00`, `22:00`]], `wednesday`=>[[`11:00`, `22:00`]], `thursday`=>[[`11:00`, `22:00`]], `friday`=>[[`11:00`, `23:00`]], `saturday`=>[[`11:00`, `23:00`]], `sunday`=>[[`11:30`, `22:30`]]}","Mon-Thu 11:00 AM-10:00 PM| Fri-Sat 11:00 AM-11:00 PM| Sun 11:30 AM-10:30 PM","0.9","[`Japanese`;`Steak`;`Sushi`;`Chinese`;`Healthy`]","2","3.0","false","true","false",,,,,,,,,,,,,,,,"false","true",,"true","true","true",,,,,,,,,,,,,,,"true"
"4af21d9d-29e7-4246-a042-6ba1836c5c10","Asia Express Dazen","4790 Irvine Blvd",,,"Irvine","CA",,,"92620","us","(714) 505-7310",,"33.714166","-117.760606","[`Northwood`;`Frances`]",,,"[347]","[[`Social`;`Food and Dining`;`Restaurants`]]",,,,,"0.6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"dccb4fff-bb5b-4e16-874d-3d35858e8575","Ponderosa Steakhouse","681 Tyler Sanders Rd",,,"Mount Pleasant","FL",,,"32352","us","(850) 627-8744",,"30.691806","-84.633624",,"http://www.ponderosasteakhouses.com",,"[365]","[[`Social`;`Food and Dining`;`Restaurants`;`Steakhouses`]]",,,,,"0.5","[`Steak`]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"14c07582-05d2-4a74-b851-ba0156a8e4d2","Pizza Hut","1215 S Ft",,,"Killeen","TX",,,"76542","us","(254) 634-3334",,"31.106291","-97.749169",,"http://www.pizzahut.com",,"[363]","[[`Social`;`Food and Dining`;`Restaurants`;`Pizza`]]","Pizza Hut","ab4a6b90-d68a-012e-5619-003048cad9da","{`monday`=>[[`10:00`, `23:00`]], `tuesday`=>[[`10:00`, `23:00`]], `wednesday`=>[[`10:00`, `23:00`]], `thursday`=>[[`10:00`, `23:00`]], `friday`=>[[`10:00`, `23:00`]], `saturday`=>[[`10:00`, `23:00`]], `sunday`=>[[`10:00`, `23:00`]]}","Open Daily 10:00 AM-11:00 PM","0.8","[`Pizza`;`Italian`;`Fast Food`;`American`;`Cafe`]","1",,"false","true","false",,"streetwear",,,,,,,,,,,"true","true","true","true","true",,,,,,"true",,,,,,,,"true",,,,,"true"
"46131c89-1188-4fdd-a474-9e900959b869","Burger King","203 George Bishop Pkwy",,,"Myrtle Beach","SC",,,"29579","us","(843) 236-6335",,"33.718964","-78.931527","[`Ramsey Acres`]","http://www.bk.com",,"[351]","[[`Social`;`Food and Dining`;`Restaurants`;`Burgers`]]",,,,,"0.4","[`Burgers`;`Fast Food`]","1",,,,,,,,,,,,,,,,,"true",,"true","false","true",,,,,,"true",,,,,,,,,,,,,
"bbf853a2-dc3b-47b3-b074-3e5992b0624a","Park Tavern","500 10th St NE",,,"Atlanta","GA",,,"30309","us","(404) 249-0001","(404) 249-0017","33.782184","-84.369296","[`Midtown`;`Northeast`;`Virginia Highland`;`Downtown`]","http://www.parktavern.com","chris.parktavern@gmail.com","[348,364,365]","[[`Social`;`Food and Dining`;`Restaurants`;`American`],[`Social`;`Food and Dining`;`Restaurants`;`Seafood`],[`Social`;`Food and Dining`;`Restaurants`;`Steakhouses`]]",,,"{`monday`=>[[`16:30`, `24:00`, `Dinner`]], `tuesday`=>[[`16:30`, `24:00`, `Dinner`]], `wednesday`=>[[`16:30`, `24:00`, `Dinner`]], `thursday`=>[[`16:30`, `24:00`, `Dinner`]], `friday`=>[[`16:30`, `24:00`, `Dinner`]], `saturday`=>[[`11:00`, `16:30`, `Lunch`], [`16:30`, `24:00`, `Dinner`]], `sunday`=>[[`11:00`, `16:30`, `Lunch`], [`16:30`, `24:00`, `Dinner`]]}","Mon-Fri 4:30 PM-12:00 PM| Sat-Sun 11:00 AM-12:00 PM","0.9","[`American`;`Sushi`;`Pub Food`;`Barbecue`;`Traditional`]","2","4.0","false","true","false","2002","casual",,,"true",,,"true","true",,"false","false","true","true","true","false","true","true","true","true","true",,"true",,"true","true","true","true",,"true","true",,"true",,,"true"
